gid,payer_of_couriers,payer_weak,courier_candidate,beneficiary,in_cycle,layering,split_in,dates_ok,pay_seeds,pay_seeds_kzt,L,sameday,chain,split,flags_evidence
100000005568407100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005668605100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005744674100,False,False,False,False,False,False,False,False,1,50066,0.0,0,0,0,
100000006232815100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000006249740100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006831291100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006866783100,False,False,False,False,True,False,True,True,0,0,0.0,0,0,4,стоит в замкнутом маршруте ≤ 6 шагов; дробление: 4 раз получал несколько переводов от одного плательщика за день
100000007018630100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007747786100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007982728100,False,False,False,False,False,False,False,False,1,41800,0.0,0,1,0,
100000008117324100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008205000100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008314203100,False,False,False,False,True,True,False,True,2,327000,0.0,0,4,1,стоит в замкнутом маршруте ≤ 6 шагов; последовательная цепочка транзитов длиной 5 узлов
100000008418835100,False,False,False,False,False,False,True,True,1,31500,0.0,0,1,11,дробление: 11 раз получал несколько переводов от одного плательщика за день
100000008513251100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008516839100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008522127100,False,False,False,False,False,True,False,False,0,0,0.0,0,2,0,последовательная цепочка транзитов длиной 3 узлов
100000008571433100,False,False,False,False,True,True,False,True,0,0,0.0,0,4,0,стоит в замкнутом маршруте ≤ 6 шагов; последовательная цепочка транзитов длиной 5 узлов
100000008575624100,False,False,False,False,False,False,False,False,0,0,0.0,0,1,0,
100000008601794100,False,False,False,False,True,False,False,True,0,0,0.0,0,1,0,стоит в замкнутом маршруте ≤ 6 шагов
100000008637537100,False,False,False,False,True,True,True,True,2,2343100,0.0,0,4,5,стоит в замкнутом маршруте ≤ 6 шагов; последовательная цепочка транзитов длиной 5 узлов; дробление: 5 раз получал несколько переводов от одного плательщика за день
100000008650785100,False,False,False,False,False,True,False,True,1,50100,0.0,0,3,0,последовательная цепочка транзитов длиной 4 узлов
100000008654653100,False,False,False,False,False,False,False,False,1,54000,0.0,0,0,0,
100000008659445100,False,False,False,False,True,True,False,True,0,0,0.0,0,2,0,стоит в замкнутом маршруте ≤ 6 шагов; последовательная цепочка транзитов длиной 3 узлов
100000008669037100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008673001100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008680731100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008701222100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008738325100,False,False,False,False,False,False,False,False,1,54000,0.0,0,1,0,
100000003134937100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005074393100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000001924185100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004070318100,True,False,True,False,True,False,True,True,3,126813,0.03,1,0,2,"переводит 3 известным курьерам 127 тыс. ₸ — признаки выплат курьерам; платит в те же точки сбора, что известные курьеры (3% исходящих, 1 раз в тот же день) — кандидат в курьеры; стоит в замкнутом марш"
100000005807278100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003377795100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004330371100,False,True,False,False,True,False,True,True,1,18981,0.0,0,0,3,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов; дробление: 3 раз получал несколько переводов от одного плательщика за день
100000008165763100,False,False,True,False,False,False,True,True,0,0,0.19,2,0,3,"платит в те же точки сбора, что известные курьеры (19% исходящих, 2 раз в тот же день) — кандидат в курьеры; дробление: 3 раз получал несколько переводов от одного плательщика за день"
100000001684867100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003900547100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006656003100,False,True,False,False,True,False,False,True,1,9000,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000008237827100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003014659100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007939160100,False,True,False,False,True,False,False,False,1,9300,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000007274584100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001524952100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003131693100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008383405100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008736173100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002861485100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008745474100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008691330100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007639767100,True,False,False,False,True,False,False,True,2,20000,0.0,0,0,0,переводит 2 известным курьерам 20 тыс. ₸ — признаки выплат курьерам; стоит в замкнутом маршруте ≤ 6 шагов
100000002921047100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000004783447100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008696919100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008736940100,False,True,False,False,True,True,True,True,1,77300,0.0,0,4,3,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов; последовательная цепочка транзитов длиной 5 узлов; дробление: 3 раз получал несколько 
100000005940652100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004180097100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000005539201100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005620225100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004388353100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007442518100,False,False,False,False,True,False,True,True,0,0,0.0,0,0,2,стоит в замкнутом маршруте ≤ 6 шагов; дробление: 2 раз получал несколько переводов от одного плательщика за день
100000000267734100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000001987030100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000002603478100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001380054100,False,True,False,False,True,False,False,True,1,160000,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000002992171100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002781227100,False,False,False,False,True,True,False,True,0,0,0.0,0,2,1,стоит в замкнутом маршруте ≤ 6 шагов; последовательная цепочка транзитов длиной 3 узлов
100000008745643100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002836736100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004188160100,False,True,False,False,True,False,False,True,1,18000,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000004841728100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001554432100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008768896100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008232832100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000002864256100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001929088100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002794197100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005669845100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002211413100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002784085100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008782421100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003739818100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002214570100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006443391100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000005473151100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,1,стоит в замкнутом маршруте ≤ 6 шагов
100000005124479100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000005527892100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000008028628100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001953577100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008193577100,False,True,False,False,True,False,True,True,1,56190,0.0,0,0,2,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов; дробление: 2 раз получал несколько переводов от одного плательщика за день
100000008753193100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008746025100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002934441100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003701161100,False,False,False,False,True,False,True,True,0,0,0.0,0,0,2,стоит в замкнутом маршруте ≤ 6 шагов; дробление: 2 раз получал несколько переводов от одного плательщика за день
100000006707582100,False,False,False,False,True,False,False,True,0,0,0.03,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000003239379100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000979923100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001111763100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003865939100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002858835100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003404627100,False,False,False,True,False,False,False,False,0,0,0.0,0,0,1,конечный получатель: осело 614 тыс. ₸ денег курьеров (1%)
100000008691027100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004071080100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,1,стоит в замкнутом маршруте ≤ 6 шагов
100000002864680100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001330685100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000008745725100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002621949100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007908818100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000008691495100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003832231100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002371751100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,1,
100000002894076100,False,False,False,True,False,False,False,False,0,0,0.0,0,0,1,конечный получатель: осело 822 тыс. ₸ денег курьеров (1%)
100000001362940100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008741372100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002618492100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002750332100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004948177100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000002511825100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008566737100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008661585100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004759121100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000004360785100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005092518100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008737958100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003044518100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004159526100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000007544358100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000005901606100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006658598100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002793851100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005612411100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000007511163100,False,True,False,False,True,False,False,True,1,11937,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000002648315100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000004739664100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003713616100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003476560100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008782800100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004218576100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003299365100,False,True,False,False,True,False,False,True,1,200000,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000008730021100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000002757797100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002845605100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000817146100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002957306100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008188026100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,1,стоит в замкнутом маршруте ≤ 6 шагов
100000004790991100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002973903100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004325327100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000001477796100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007536804100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000008665380100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000001870116100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001074553100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000978041100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002603769100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005034574100,False,False,False,False,False,False,True,False,0,0,0.0,0,0,3,дробление: 3 раз получал несколько переводов от одного плательщика за день
100000002958286100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005634552100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008736760100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008701944100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008748408100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000008486520100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000003163256100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003102157100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,1,
100000004741837100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008443341100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000004792397100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003809101100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000002838861100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000008560717100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000008693069100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008672162100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007311010100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005505655100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,0,стоит в замкнутом маршруте ≤ 6 шагов
100000004707703100,True,False,False,False,False,True,False,True,2,48650,0.0,0,3,0,переводит 2 известным курьерам 49 тыс. ₸ — признаки выплат курьерам; последовательная цепочка транзитов длиной 4 узлов
100000004005964100,False,True,False,False,True,False,True,True,1,27000,0.0,0,0,2,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов; дробление: 2 раз получал несколько переводов от одного плательщика за день
100000008244300100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002692044100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001103905100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008755361100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002810870100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005897462100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000941942100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008723830100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000008776576100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005432267100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006745291100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008670667100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002480800100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002182176100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008219168100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004226848100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006326645100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003589877100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000003942602100,False,True,False,False,True,False,False,True,1,30000,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов
100000000922570100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005079754100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000003187359100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000998559100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008690932100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008773876100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000006789108100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004058740100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000007641801100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000555721100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008729801100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004664905100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003057225100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000703902100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008720798100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001411870100,False,False,False,True,False,False,False,False,0,0,0.0,0,0,1,конечный получатель: осело 784 тыс. ₸ денег курьеров (1%)
100000008556318100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002720627100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003022835100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008304115100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000003886323100,False,False,False,False,True,False,False,True,0,0,0.0,0,0,1,стоит в замкнутом маршруте ≤ 6 шагов
100000000607731100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005961971100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000000440392100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004105288100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008169544100,True,False,False,False,True,False,False,True,2,32800,0.0,0,0,1,переводит 2 известным курьерам 33 тыс. ₸ — признаки выплат курьерам; стоит в замкнутом маршруте ≤ 6 шагов
100000004186824100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,1,
100000008672200100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002188829100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008717341100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000002214301100,False,False,False,False,False,False,False,True,0,0,0.0,0,0,0,
100000002565277100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000005546031100,False,False,False,False,True,False,True,True,0,0,0.0,0,0,2,стоит в замкнутом маршруте ≤ 6 шагов; дробление: 2 раз получал несколько переводов от одного плательщика за день
100000003449074100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008748914100,False,True,False,False,True,False,True,True,1,1582700,0.0,0,0,2,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов; дробление: 2 раз получал несколько переводов от одного плательщика за день
100000004744306100,False,True,False,False,False,False,False,True,1,58000,0.0,0,0,0,переводит известному курьеру и получает деньги курьеров — возвратный поток
100000003158727100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000001389255100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000008695495100,False,False,False,False,False,False,False,False,0,0,0.0,0,0,0,
100000004015047100,False,True,False,False,True,False,True,True,1,69195,0.0,0,0,3,переводит известному курьеру и получает деньги курьеров — возвратный поток; стоит в замкнутом маршруте ≤ 6 шагов; дробление: 3 раз получал несколько переводов от одного плательщика за день
100000005183943100,False,False,False,True,False,False,False,False,0,0,0.0,0,0,0,конечный получатель: осело 681 тыс. ₸ денег курьеров (1%)
