rank,gid,role,priority_score,why
11,100000005660203100,consolidator,0.8453,"точка консолидации: сюда дошло 523 тыс ₸ денег курьеров (1% от всех) от 1 плательщика, дальше ушло 7% — признаки консолидации. Дошло 523 тыс ₸ денег курьеров — 1% от всех; путь сюда есть у 7 из 81 seed-клиентов; оборот 614 тыс ₸"
12,100000001567366100,consolidator,0.8445,"точка консолидации: сюда дошло 824 тыс ₸ денег курьеров (1% от всех) от 1 плательщика, дальше ушло 0% — признаки консолидации. Дошло 824 тыс ₸ денег курьеров — 1% от всех; путь сюда есть у 7 из 81 seed-клиентов; оборот 824 тыс ₸"
13,100000004299488100,consolidator,0.842,"точка консолидации: получает 1,7 млн ₸ от 6 плательщиков, отдаёт дальше 20% полученного — признаки консолидации. Дошло 417 тыс ₸ денег курьеров — 1% от всех; путь сюда есть у 7 из 81 seed-клиентов; оборот 2,1 млн ₸"
14,100000007939160100,consolidator,0.8365,"точка консолидации: сюда дошло 795 тыс ₸ денег курьеров (1% от всех) от 1 плательщика, дальше ушло 2% — признаки консолидации. Дошло 795 тыс ₸ денег курьеров — 1% от всех; путь сюда есть у 1 из 81 seed-клиентов; оборот 809 тыс ₸"
15,100000003684369100,coordinator,0.8333,"кандидат в координаторы: получает от 24 плательщиков и рассылает 62 получателям (3,8 млн ₸ → 8,6 млн ₸); узел-посредник, betweenness в топ-1% — признаки координатора; seed: входящие извне выборки не видны. Дошло 500 тыс ₸ денег курьеров — 1% от всех; путь сюда есть у 9 из 81 seed-клиентов; оборот 12,4 млн ₸; посредник: betweenness выше, чем у 99% узлов"
16,100000001732159100,transit,0.8258,"транзит: seed-курьер, транзит: передаёт дальше 1,5 млн ₸ 4 получателям; входящие извне выборки не видны. Дошло 2,4 млн ₸ денег курьеров — 4% от всех; путь сюда есть у 9 из 81 seed-клиентов; оборот 3,9 млн ₸"
17,100000003071930100,consolidator,0.813,"точка консолидации: получает 478 тыс ₸ от 3 плательщиков, отдаёт дальше 1% полученного — признаки консолидации. Дошло 228 тыс ₸ денег курьеров — 0% от всех; путь сюда есть у 8 из 81 seed-клиентов; оборот 483 тыс ₸"
18,100000006972210100,consolidator,0.81,"точка консолидации: получает 489 тыс ₸ от 3 плательщиков, отдаёт дальше 0% полученного — признаки консолидации. Дошло 489 тыс ₸ денег курьеров — 1% от всех; путь сюда есть у 8 из 81 seed-клиентов; оборот 489 тыс ₸"
19,100000001411870100,consolidator,0.8039,"точка консолидации: сюда дошло 784 тыс ₸ денег курьеров (1% от всех) от 2 плательщиков, дальше ушло 0% — признаки консолидации. Дошло 784 тыс ₸ денег курьеров — 1% от всех; путь сюда есть у 2 из 81 seed-клиентов; оборот 900 тыс ₸"
20,100000004156082100,coordinator,0.8037,"кандидат в координаторы: получает от 5 плательщиков и рассылает 26 получателям (377 тыс ₸ → 2,3 млн ₸); узел-посредник, betweenness в топ-1% — признаки координатора. Дошло 64 тыс ₸ денег курьеров — 0% от всех; путь сюда есть у 7 из 81 seed-клиентов; оборот 2,7 млн ₸; посредник: betweenness выше, чем у 99% узлов"
21,100000005778283100,consolidator,0.7916,"точка консолидации: получает 616 тыс ₸ от 3 плательщиков, отдаёт дальше 0% полученного — признаки консолидации. Дошло 346 тыс ₸ денег курьеров — 1% от всех; путь сюда есть у 9 из 81 seed-клиентов; оборот 616 тыс ₸"
22,100000007055802100,consolidator,0.7913,"точка консолидации: получает 2,0 млн ₸ от 6 плательщиков, отдаёт дальше 30% полученного — признаки консолидации. Дошло 255 тыс ₸ денег курьеров — 0% от всех; путь сюда есть у 7 из 81 seed-клиентов; оборот 2,6 млн ₸"
23,100000008477350100,coordinator,0.7897,"кандидат в координаторы: получает от 11 плательщиков и рассылает 39 получателям (610 тыс ₸ → 3,4 млн ₸); узел-посредник, betweenness в топ-1% — признаки координатора. Дошло 41 тыс ₸ денег курьеров — 0% от всех; путь сюда есть у 7 из 81 seed-клиентов; оборот 4,0 млн ₸; посредник: betweenness выше, чем у 99% узлов"
24,100000000437046100,coordinator,0.7883,"кандидат в координаторы: получает от 9 плательщиков и рассылает 42 получателям (1,1 млн ₸ → 7,6 млн ₸); узел-посредник, betweenness в топ-1% — признаки координатора. Дошло 37 тыс ₸ денег курьеров — 0% от всех; путь сюда есть у 7 из 81 seed-клиентов; оборот 8,7 млн ₸; посредник: betweenness выше, чем у 99% узлов"
25,100000008603629100,coordinator,0.7859,"кандидат в координаторы: получает от 19 плательщиков и рассылает 61 получателю (1,8 млн ₸ → 5,0 млн ₸); узел-посредник, betweenness в топ-1% — признаки координатора. Дошло 33 тыс ₸ денег курьеров — 0% от всех; путь сюда есть у 7 из 81 seed-клиентов; оборот 6,8 млн ₸; посредник: betweenness выше, чем у 100% узлов"
26,100000005514161100,consolidator,0.7782,"точка консолидации: получает 402 тыс ₸ от 4 плательщиков, отдаёт дальше 12% полученного — признаки консолидации. Дошло 116 тыс ₸ денег курьеров — 0% от всех; путь сюда есть у 9 из 81 seed-клиентов; оборот 452 тыс ₸"
27,100000004979498100,consolidator,0.7684,"точка консолидации: сюда дошло 684 тыс ₸ денег курьеров (1% от всех) от 1 плательщика, дальше ушло 29% — признаки консолидации. Дошло 684 тыс ₸ денег курьеров — 1% от всех; путь сюда есть у 1 из 81 seed-клиентов; оборот 900 тыс ₸"
28,100000005183943100,consolidator,0.7632,"точка консолидации: сюда дошло 681 тыс ₸ денег курьеров (1% от всех) от 1 плательщика, дальше ушло 0% — признаки консолидации. Дошло 681 тыс ₸ денег курьеров — 1% от всех; путь сюда есть у 1 из 81 seed-клиентов; оборот 681 тыс ₸"
29,100000008346837100,coordinator,0.7573,"кандидат в координаторы: получает от 9 плательщиков и рассылает 25 получателям (254 тыс ₸ → 1,3 млн ₸); узел-посредник, betweenness в топ-1% — признаки координатора. Дошло 14 тыс ₸ денег курьеров — 0% от всех; путь сюда есть у 7 из 81 seed-клиентов; оборот 1,5 млн ₸; посредник: betweenness выше, чем у 100% узлов"
30,100000001330685100,consolidator,0.7533,"точка консолидации: получает 2,4 млн ₸ от 3 плательщиков, отдаёт дальше 4% полученного — признаки консолидации. Дошло 136 тыс ₸ денег курьеров — 0% от всех; путь сюда есть у 7 из 81 seed-клиентов; оборот 2,5 млн ₸"
