gid,role,rule_id,role_score,cluster_id,priority_score,evidence,depth,is_seed,truncated,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,seed_reach,seed_direct,seed_money,seed_money_share,rep_in,betweenness,pagerank,fast_share,seq_ok,reciprocal,sync_payers_day,p_money,p_turnover,p_betweenness,p_role,p_reach,p_multiplier,priority_raw
100000004813068100,transit,R5,0.55,24,0.2341,"seed-курьер, транзит: передаёт дальше 297 тыс ₸ 3 получателям; входящие извне выборки не видны",0,True,False,0.0,3.0,0.0,297000.0,0.0,5.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.1163,0.0367,0.12,0.0011,0.85,0.233
100000004971871100,transit,R5,0.55,58,0.1712,"seed-курьер, транзит: передаёт дальше 6 тыс ₸ 1 получателю; входящие извне выборки не видны",0,True,False,1.0,1.0,25400.0,5650.0,3.0,1.0,0.22244094488188976,0,0,3306.682027649769,5.980163053927878e-05,1,0.0,0.0007461346034888536,1.0,True,1,1,0.0131,0.048,0.0367,0.12,0.0011,0.85,0.1861
100000005017150100,peripheral,R0,0.5,0,0.0,нет переводов от 5 000 ₸ внутри банка за июль — вне сети,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0,0.0,0.0,,True,0,0,0.0,0.0007,0.0367,0.03,0.0011,0.85,0.0582
100000005087431100,peripheral,R0,0.5,0,0.0,нет переводов от 5 000 ₸ внутри банка за июль — вне сети,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0,0.0,0.0,,True,0,0,0.0,0.0007,0.0367,0.03,0.0011,0.85,0.0582
100000005235389100,peripheral,R0,0.5,0,0.0,нет переводов от 5 000 ₸ внутри банка за июль — вне сети,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0,0.0,0.0,,True,0,0,0.0,0.0007,0.0367,0.03,0.0011,0.85,0.0582
100000005264990100,transit,R5,0.55,20,0.3471,"seed-курьер, транзит: передаёт дальше 122 тыс ₸ 2 получателям; входящие извне выборки не видны",0,True,False,1.0,2.0,17070.0,122000.0,1.0,2.0,7.147041593438781,7,0,2736.9098473542444,4.949725136623505e-05,0,7.898413384293786e-05,0.0003655985512877528,0.0,True,0,1,0.0119,0.095,0.0922,0.12,0.0543,0.85,0.3174
100000005370580100,peripheral,R8a,0.5,14,0.1063,"разовый входящий 24 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",0,True,False,1.0,0.0,24075.0,0.0,1.0,0.0,0.0,7,0,192.39012775165642,3.479392104534036e-06,0,0.0,0.00034749711449252456,,True,0,1,0.0031,0.0378,0.0367,0.03,0.0543,0.85,0.1376
100000005382566100,consolidator,R3,0.493,20,0.7221,получает 393 тыс ₸ от 7 плательщиков; seed: входящие извне выборки не видны — признаки консолидации,0,True,False,7.0,1.0,393066.0,50000.0,11.0,1.0,0.12720510041570626,14,6,339962.36993433494,0.006148248871247085,2,4.7160722937605155e-05,0.0021219671978348763,1.0,True,1,2,0.1323,0.1258,0.0898,0.255,0.0999,0.85,0.5974
100000005386383100,transit,R5,0.55,20,0.3094,"seed-курьер, транзит: передаёт дальше 29 тыс ₸ 1 получателю; входящие извне выборки не видны",0,True,False,2.0,1.0,37500.0,29000.0,2.0,1.0,0.7733333333333333,7,0,504.8101013095187,9.129534354551848e-06,0,2.9011906268667784e-05,0.0005266275322641048,0.0,False,0,2,0.0051,0.0738,0.0871,0.12,0.0543,0.85,0.2893
100000005392290100,transit,R5,0.55,68,0.1914,"seed-курьер, транзит: передаёт дальше 81 тыс ₸ 1 получателю; входящие извне выборки не видны",0,True,False,0.0,1.0,0.0,81465.0,0.0,1.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.0788,0.0367,0.12,0.0011,0.85,0.2011
100000005395727100,peripheral,R8a,0.5,16,0.0927,"разовый входящий 17 тыс ₸ от 1 плательщика, дальше не отправлял; меньше 100 тыс ₸ — признаков роли нет",0,True,False,1.0,0.0,17000.0,0.0,1.0,0.0,0.0,7,0,308.19443103992495,5.573722948018791e-06,0,0.0,0.00037285017574889003,,True,0,1,0.004,0.0249,0.0367,0.03,0.0543,0.85,0.1274
100000005409680100,terminal,R6,0.5,19,0.264,"конечный получатель в выборке: получил 55 тыс ₸ от 2 плательщиков, исходящих от 5 000 ₸ в банке не наблюдается",0,True,False,2.0,0.0,55060.0,0.0,2.0,0.0,0.0,9,0,3606.066654444956,6.521602741537355e-05,0,0.0,0.0006362170091600229,,True,0,1,0.0136,0.0692,0.0367,0.09,0.0909,0.85,0.2553
100000005417257100,transit,R5,0.55,20,0.203,"seed-курьер, транзит: передаёт дальше 106 тыс ₸ 2 получателям; входящие извне выборки не видны",0,True,False,0.0,2.0,0.0,106000.0,0.0,2.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.089,0.0367,0.12,0.0011,0.85,0.2098
100000005454368100,terminal,R6,0.5,14,0.2095,"конечный получатель в выборке: получил 49 тыс ₸ от 2 плательщиков, исходящих от 5 000 ₸ в банке не наблюдается",0,True,False,2.0,0.0,48600.0,0.0,2.0,0.0,0.0,7,0,1608.1871620383538,2.9084203953708693e-05,0,0.0,0.00039592373535834356,,True,0,1,0.0091,0.0624,0.0367,0.09,0.0543,0.85,0.2146
100000005480435100,peripheral,R0,0.5,0,0.0,нет переводов от 5 000 ₸ внутри банка за июль — вне сети,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0,0.0,0.0,,True,0,0,0.0,0.0007,0.0367,0.03,0.0011,0.85,0.0582
100000005485830100,transit,R5,0.55,43,0.2321,"seed-курьер, транзит: передаёт дальше 276 тыс ₸ 5 получателям; входящие извне выборки не видны",0,True,False,0.0,5.0,0.0,275885.0,0.0,9.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.1146,0.0367,0.12,0.0011,0.85,0.2315
100000005493505100,consolidator,R3,0.413,3,0.4885,получает 62 тыс ₸ от 3 плательщиков; seed: входящие извне выборки не видны — признаки консолидации,0,True,False,3.0,0.0,62020.0,0.0,3.0,0.0,0.0,11,1,23099.749971394096,0.00041776097664910955,0,0.0,0.0006201052363006153,,True,0,1,0.0345,0.0722,0.0367,0.255,0.0992,0.85,0.423
100000005495722100,peripheral,R0,0.5,0,0.0,нет переводов от 5 000 ₸ внутри банка за июль — вне сети,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0,0.0,0.0,,True,0,0,0.0,0.0007,0.0367,0.03,0.0011,0.85,0.0582
100000005498992100,distributor,R2,0.621,9,0.3877,"рассылает 2,3 млн ₸ 16 получателям (19 переводов), плательщиков 0 — признаки веерной раздачи; seed: входящие извне выборки не видны",0,True,False,0.0,16.0,0.0,2262868.0,0.0,19.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.1463,0.0367,0.225,0.0011,0.85,0.3477
100000005519347100,transit,R5,0.55,4,0.436,"seed-курьер, транзит: передаёт дальше 99 тыс ₸ 1 получателю; входящие извне выборки не видны",0,True,False,2.0,1.0,73100.0,99000.0,2.0,1.0,1.3543091655266757,9,1,73097.88405867269,0.0013219815570796633,0,1.5451518911181176e-06,0.0005591119636921243,0.0,True,0,1,0.0614,0.1026,0.0766,0.12,0.0909,0.85,0.3838
100000005523088100,terminal,R6,0.669,20,0.5494,"конечный получатель в выборке: получил 700 тыс ₸ от 1 плательщика, исходящих от 5 000 ₸ в банке не наблюдается",0,True,False,1.0,0.0,700000.0,0.0,2.0,0.0,0.0,15,1,700000.0,0.012659560558729634,1,0.0,0.0017270161361158103,,True,0,1,0.1899,0.1345,0.0367,0.09,0.1,0.85,0.4684
100000005543136100,transit,R5,0.55,3,0.1151,"seed-курьер, транзит: передаёт дальше 10 тыс ₸ 1 получателю; входящие извне выборки не видны",0,True,False,0.0,1.0,0.0,10000.0,0.0,1.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.0118,0.0367,0.12,0.0011,0.85,0.1442
100000005550592100,peripheral,R0,0.5,0,0.0,нет переводов от 5 000 ₸ внутри банка за июль — вне сети,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0,0.0,0.0,,True,0,0,0.0,0.0007,0.0367,0.03,0.0011,0.85,0.0582
100000005560900100,peripheral,R0,0.5,0,0.0,нет переводов от 5 000 ₸ внутри банка за июль — вне сети,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0,0.0,0.0,,True,0,0,0.0,0.0007,0.0367,0.03,0.0011,0.85,0.0582
100000005568407100,peripheral,R0,0.5,0,0.0,нет переводов от 5 000 ₸ внутри банка за июль — вне сети,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0,0.0,0.0,,True,0,0,0.0,0.0007,0.0367,0.03,0.0011,0.85,0.0582
100000005668605100,consolidator,R3,0.413,20,0.5245,получает 94 тыс ₸ от 3 плательщиков; seed: входящие извне выборки не видны — признаки консолидации,0,True,False,3.0,0.0,94500.0,0.0,3.0,0.0,0.0,10,1,63068.237496047885,0.0011405945313050874,0,0.0,0.0008418642511074627,,True,0,1,0.057,0.0844,0.0367,0.255,0.0961,0.85,0.4498
100000005744674100,transit,R5,0.55,20,0.1759,"seed-курьер, транзит: передаёт дальше 50 тыс ₸ 1 получателю; входящие извне выборки не видны",0,True,False,0.0,1.0,0.0,50066.0,0.0,2.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.0652,0.0367,0.12,0.0011,0.85,0.1895
100000006232815100,transit,R5,0.55,30,0.3531,"seed-курьер, транзит: передаёт дальше 296 тыс ₸ 5 получателям; входящие извне выборки не видны",0,True,False,1.0,5.0,160000.0,296500.0,2.0,5.0,1.853125,0,0,54398.64003399915,0.000983804111175638,1,2.821581714215693e-06,0.0005589743134767571,0.0,True,1,1,0.0529,0.1271,0.0776,0.12,0.0011,0.85,0.3219
100000006249740100,transit,R5,0.55,50,0.1972,"seed-курьер, транзит: передаёт дальше 93 тыс ₸ 3 получателям; входящие извне выборки не видны",0,True,False,0.0,3.0,0.0,93007.0,0.0,5.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.0839,0.0367,0.12,0.0011,0.85,0.2054
100000006831291100,transit,R5,0.55,50,0.1253,"seed-курьер, транзит: передаёт дальше 15 тыс ₸ 1 получателю; входящие извне выборки не видны",0,True,False,0.0,1.0,0.0,15000.0,0.0,3.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.0208,0.0367,0.12,0.0011,0.85,0.1518
100000006866783100,coordinator,R1,0.9,1,0.6307,"получает от 13 плательщиков и рассылает 67 получателям (839 тыс ₸ → 3,9 млн ₸); узел-посредник, betweenness в топ-1% — признаки координатора; seed: входящие извне выборки не видны",0,True,False,13.0,67.0,838812.0,3948037.0,31.0,90.0,4.706700667133994,6,0,38421.925245047234,0.0006948638420323691,6,0.006148793520652797,0.0008741047179040808,0.21246305442426197,True,8,5,0.0445,0.149,0.0999,0.3,0.0291,0.85,0.5291
100000007018630100,transit,R5,0.55,64,0.223,"seed-курьер, транзит: передаёт дальше 200 тыс ₸ 1 получателю; входящие извне выборки не видны",0,True,False,0.0,1.0,0.0,200000.0,0.0,5.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.1066,0.0367,0.12,0.0011,0.85,0.2247
100000007747786100,distributor,R2,0.673,9,0.3902,"рассылает 4,2 млн ₸ 31 получателю (35 переводов), плательщиков 0 — признаки веерной раздачи; seed: входящие извне выборки не видны",0,True,False,0.0,31.0,0.0,4238009.4,0.0,35.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.1485,0.0367,0.225,0.0011,0.85,0.3496
100000007982728100,transit,R5,0.55,10,0.2662,"seed-курьер, транзит: передаёт дальше 1,8 млн ₸ 8 получателям; входящие извне выборки не видны",0,True,False,0.0,8.0,0.0,1804384.0,0.0,12.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.1445,0.0367,0.12,0.0011,0.85,0.257
100000008117324100,peripheral,R0,0.5,0,0.0,нет переводов от 5 000 ₸ внутри банка за июль — вне сети,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0,0.0,0.0,,True,0,0,0.0,0.0007,0.0367,0.03,0.0011,0.85,0.0582
100000008205000100,peripheral,R0,0.5,0,0.0,нет переводов от 5 000 ₸ внутри банка за июль — вне сети,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0,0.0,0.0,,True,0,0,0.0,0.0007,0.0367,0.03,0.0011,0.85,0.0582
100000008314203100,transit,R5,0.55,38,0.5168,"seed-курьер, транзит: передаёт дальше 327 тыс ₸ 2 получателям; входящие извне выборки не видны",0,True,False,2.0,2.0,382076.0,327000.0,10.0,13.0,0.8558506684533967,9,2,382076.0,0.006909877514338834,1,0.0,0.0005050728131960835,0.42507645259938837,True,2,1,0.1403,0.1346,0.0367,0.12,0.0909,0.85,0.4441
100000008418835100,transit,R5,0.55,16,0.6514,"seed-курьер, транзит: передаёт дальше 186 тыс ₸ 4 получателям; входящие извне выборки не видны",0,True,False,1.0,4.0,1372000.0,186179.0,67.0,6.0,0.13569897959183674,1,1,1372000.0,0.02481273869511008,1,0.0003220633985226198,0.0005309030338467371,0.8549782735969148,True,0,1,0.2658,0.1433,0.0968,0.12,0.0148,0.85,0.5446
100000008513251100,peripheral,R0,0.5,0,0.0,нет переводов от 5 000 ₸ внутри банка за июль — вне сети,0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0,0.0,0.0,,True,0,0,0.0,0.0007,0.0367,0.03,0.0011,0.85,0.0582
100000008516839100,consolidator,R3,0.413,20,0.5588,получает 155 тыс ₸ от 3 плательщиков; seed: входящие извне выборки не видны — признаки консолидации,0,True,False,3.0,0.0,155000.0,0.0,4.0,0.0,0.0,10,1,101500.0,0.0018356362810157969,1,0.0,0.0010741596212647685,,True,0,2,0.0723,0.0993,0.0367,0.255,0.0961,0.85,0.4755
100000008522127100,transit,R5,0.55,65,0.2114,"seed-курьер, транзит: передаёт дальше 145 тыс ₸ 1 получателю; входящие извне выборки не видны",0,True,False,0.0,1.0,0.0,145000.0,0.0,3.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.0964,0.0367,0.12,0.0011,0.85,0.2161
100000008571433100,transit,R5,0.55,51,0.4612,"seed-курьер, транзит: передаёт дальше 1,4 млн ₸ 2 получателям; входящие извне выборки не видны",0,True,False,2.0,2.0,350000.0,1434000.0,2.0,3.0,4.097142857142857,0,0,342027.92064658337,0.0061856045345739935,0,1.0077077550770332e-06,0.0016372326866585755,0.24407252440725244,True,1,1,0.1327,0.1443,0.0755,0.12,0.0011,0.85,0.4026
100000008575624100,transit,R5,0.55,46,0.1953,"seed-курьер, транзит: передаёт дальше 90 тыс ₸ 3 получателям; входящие извне выборки не видны",0,True,False,0.0,3.0,0.0,89500.0,0.0,5.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.0823,0.0367,0.12,0.0011,0.85,0.2041
100000008601794100,transit,R5,0.55,55,0.4876,"seed-курьер, транзит: передаёт дальше 871 тыс ₸ 1 получателю; входящие извне выборки не видны",0,True,False,2.0,1.0,494400.0,871400.0,8.0,13.0,1.7625404530744337,0,0,494400.0,0.008941266771765615,1,4.0308310203081327e-07,0.002387285088965427,0.04957539591462015,True,1,1,0.1596,0.1419,0.0742,0.12,0.0011,0.85,0.4223
100000008637537100,transit,R5,0.55,38,0.6375,"seed-курьер, транзит: передаёт дальше 2,4 млн ₸ 3 получателям; входящие извне выборки не видны",0,True,False,3.0,3.0,619890.0,2351495.0,22.0,30.0,3.793406894771653,9,2,614599.875264889,0.011115091914719344,2,7.886373928483128e-05,0.0008320760827428095,0.23239896321276465,True,2,2,0.1779,0.1475,0.0922,0.12,0.0909,0.85,0.5342
100000008650785100,transit,R5,0.55,4,0.4497,"seed-курьер, транзит: передаёт дальше 120 тыс ₸ 2 получателям; входящие извне выборки не видны",0,True,False,2.0,2.0,92000.0,120120.0,2.0,2.0,1.3056521739130436,8,1,83192.71187057956,0.0015045473913864965,0,2.2807785523243515e-05,0.0006151829911466896,0.47036297036297037,True,0,1,0.0655,0.1079,0.0862,0.12,0.0839,0.85,0.394
100000008654653100,transit,R5,0.55,4,0.1794,"seed-курьер, транзит: передаёт дальше 54 тыс ₸ 1 получателю; входящие извне выборки не видны",0,True,False,0.0,1.0,0.0,54000.0,0.0,1.0,,0,0,0.0,0.0,0,0.0,0.0002868488506751384,,True,0,0,0.0,0.0683,0.0367,0.12,0.0011,0.85,0.1922
